Event ID,Event time,User name,Event name,Resource type,Resources,AWS access key,AWS region,Error code,Source IP address
fd448fc8-505f-49be-b8bb-7331bff247ce,"2020-06-12, 07:41:53 PM",root,DeleteSecurityGroup,EC2 SecurityGroup,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-0de6c7ae14ed4d0f3""}]",,ap-east-1,Client.InvalidGroup.NotFound,cloudformation.amazonaws.com
15f20900-8f81-4bb4-aae0-7b0b7db266ce,"2020-06-12, 07:41:51 PM",root,DisassociateRouteTable,EC2 SubnetRouteTableAssociation,"[{""resourceType"":""AWS::EC2::SubnetRouteTableAssociation"",""resourceName"":""rtbassoc-0be0629a17c0b4b32""}]",,ap-east-1,Client.InvalidAssociationID.NotFound,cloudformation.amazonaws.com
2d5692b5-beee-451a-8cb7-5d116acf69de,"2020-06-12, 07:41:51 PM",root,DeleteSubnet,EC2 Subnet,"[{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-06ca4ae291da2b47b""}]",,ap-east-1,Client.InvalidSubnetID.NotFound,cloudformation.amazonaws.com
54cade85-adcb-4ce9-a51b-6b5c4176450c,"2020-06-12, 07:41:51 PM",root,DeleteSecurityGroup,EC2 SecurityGroup,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-0c629494c9491246f""}]",,ap-east-1,Client.InvalidGroup.NotFound,cloudformation.amazonaws.com
597620ad-29b3-4c4b-a46f-130a41dcea00,"2020-06-12, 07:41:51 PM",root,DisassociateRouteTable,EC2 SubnetRouteTableAssociation,"[{""resourceType"":""AWS::EC2::SubnetRouteTableAssociation"",""resourceName"":""rtbassoc-05128b3184e8cf519""}]",,ap-east-1,Client.InvalidAssociationID.NotFound,cloudformation.amazonaws.com
5f515ebb-e692-483e-b985-45029c410f17,"2020-06-12, 07:41:51 PM",root,DeleteRouteTable,EC2 RouteTable,"[{""resourceType"":""AWS::EC2::RouteTable"",""resourceName"":""rtb-0a5abfa1d598081e9""}]",,ap-east-1,Client.InvalidRouteTableID.NotFound,cloudformation.amazonaws.com
6e35d761-5386-44cf-a857-f73498f10b18,"2020-06-12, 07:41:51 PM",root,DeleteRoute,EC2 RouteTable,"[{""resourceType"":""AWS::EC2::RouteTable"",""resourceName"":""rtb-004c2641d3ceb7148""}]",,ap-east-1,Client.InvalidRoute.NotFound,cloudformation.amazonaws.com
ec448f80-00fa-4775-a0e4-dea79d8f576a,"2020-06-12, 07:41:51 PM",root,DeleteSubnet,EC2 Subnet,"[{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-04cfff0fc6101360a""}]",,ap-east-1,Client.InvalidSubnetID.NotFound,cloudformation.amazonaws.com
c5365ff5-04c8-448d-b5be-9c7487df11d0,"2020-06-12, 07:41:49 PM",root,DeleteStack,CloudFormation Stack,"[{""resourceType"":""AWS::CloudFormation::Stack"",""resourceName"":""arn:aws:cloudformation:ap-east-1:095580927568:stack/Udacity-Project1-Secondary/2bf1b5a0-a85c-11ea-9390-06d24d11cf92""}]",,ap-east-1,,1.36.60.155
4c2cbcb6-4ea1-48b3-b549-1b84a61bffbc,"2020-06-12, 07:41:33 PM",root,DeleteSubnet,EC2 Subnet,"[{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-6e050a16""}]",,ap-east-1,,1.36.60.155
195d2ec3-1ae2-4ca3-b7ee-40eba1c18a84,"2020-06-12, 07:41:32 PM",root,DeleteSubnet,EC2 Subnet,"[{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-4a9eb000""}]",,ap-east-1,,1.36.60.155
5a64f075-8510-4ce7-a5bc-c0d5f636d200,"2020-06-12, 07:41:32 PM",root,DeleteSubnet,EC2 Subnet,"[{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-ff09e496""}]",,ap-east-1,,1.36.60.155
96166326-34fa-4288-b3b4-1f90a9fdc79c,"2020-06-12, 07:41:02 PM",root,ConsoleLogin,,,,us-east-1,,1.36.60.155
aa7a8600-7d3f-402d-b238-3e9761f1ba1f,"2020-06-12, 06:35:42 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
86a7a843-1645-482a-9750-537223a74b62,"2020-06-12, 06:35:40 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
798b9aca-cf45-4269-aebb-fef4fdab7849,"2020-06-12, 06:35:39 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
acb86f79-07e2-44fa-a031-4d8215baa7b9,"2020-06-12, 06:35:39 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
624cee69-360f-4fa1-bf96-044ab2d0cd9b,"2020-06-12, 06:35:37 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
10431809-1bff-4898-9aeb-850176ccf8e2,"2020-06-12, 06:35:36 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
f5cf75ec-a4c6-41cd-ad61-fd883fb879bd,"2020-06-12, 06:35:36 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
293a2347-475c-43b8-bb97-de59df4781c5,"2020-06-12, 06:35:34 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
ad971bdb-bb40-457b-b2f4-a42267463638,"2020-06-12, 06:35:34 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
bff366f9-347d-455b-aaed-81f51320244b,"2020-06-12, 06:35:34 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
ff075307-1373-4776-ac00-7d4cfa671205,"2020-06-12, 06:35:34 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
1341d764-0ccd-4f86-ac1a-1766bc0429f3,"2020-06-12, 06:35:32 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
1baf615c-b037-45e7-89b7-1900f3e7aef7,"2020-06-12, 06:35:32 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
543c66fd-271c-4385-9e4d-82a841c4edeb,"2020-06-12, 06:35:32 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
790c120b-5253-48f9-8ff0-48463e8a3cf2,"2020-06-12, 06:35:32 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
920ba9d2-12cd-4ae4-a372-77d8f03b6952,"2020-06-12, 06:35:31 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
c1c5b1aa-af73-4def-81f2-b8e1b73c34fd,"2020-06-12, 06:35:30 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
3ea51ad1-fc12-454a-a22e-bd5f6aa25021,"2020-06-12, 06:35:29 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
22976b1d-4503-4d5a-8bd6-888911b030b0,"2020-06-12, 06:35:28 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
57d6df07-d497-4939-a689-0e4fd4038f00,"2020-06-12, 06:35:28 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
72e98342-67bc-4f3c-9309-19d03cdf218a,"2020-06-12, 06:35:28 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
8c2cd0eb-d76e-4171-bcea-9e6dcd25b855,"2020-06-12, 06:35:28 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
b5bec264-485e-4be8-893d-178b5d2b1023,"2020-06-12, 06:35:27 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
c58e689b-a657-4952-ac56-994da2c903df,"2020-06-12, 06:35:25 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
91eb4858-91d3-48b9-b7a5-a0d858547545,"2020-06-12, 06:35:17 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
42f09ff1-48f4-433b-9ded-20c60bdfc1ef,"2020-06-12, 06:35:16 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
8243dc43-cfd4-4112-b2f8-cfc9a16f03b7,"2020-06-12, 06:35:16 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
d3e05d50-02aa-409d-9709-244281d9b0da,"2020-06-12, 06:35:16 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
0a352a17-d1dd-47a8-afc2-a994f6f042ba,"2020-06-12, 06:35:15 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
55a5b4fc-462f-4f31-b07a-827e2a5f3bba,"2020-06-12, 06:35:14 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
872e29be-9e04-4371-900a-ff29a301668e,"2020-06-12, 06:35:14 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
24b12e09-1496-4888-9c6c-bea7100f913b,"2020-06-12, 06:35:12 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
05e2d666-70d2-4938-a0b9-38d69ee72373,"2020-06-12, 06:35:11 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
943523e9-5510-435a-9adc-8ef22c602ab6,"2020-06-12, 06:35:11 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
cde6b26e-671b-4f40-957f-5ba0d2719e34,"2020-06-12, 06:35:09 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
07377326-9660-4d76-bf36-4b03a573ff2e,"2020-06-12, 06:35:08 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
c1b39d5f-0bf0-44b1-a1ad-7ed897af0efd,"2020-06-12, 06:35:08 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
21de297d-04ab-45c6-9b8b-c5abd84a1392,"2020-06-12, 06:35:07 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
4cd6f509-dc17-46f5-bf67-fbc42026c378,"2020-06-12, 06:35:07 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
ed9932e3-9144-403a-8826-e6f58e80fc3c,"2020-06-12, 06:35:07 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
92975473-4e4b-4d78-964f-0f45c951dbb7,"2020-06-12, 06:35:06 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
1fe9b836-970d-4a0c-828f-4dbbb0c8f342,"2020-06-12, 06:35:04 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
2efa1eae-8b95-49fe-b78a-b3cd93d5334c,"2020-06-12, 06:35:04 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
8e6dac46-bb39-4df9-850a-58d0c50f3060,"2020-06-12, 06:35:03 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
be209fd5-c7c3-4e9e-ae09-78a36d4503b9,"2020-06-12, 06:35:01 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
4a30624b-75ff-4d5b-9995-a95d38f2f9ca,"2020-06-12, 05:23:37 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
026f2791-1210-4288-9e6e-b529aad02730,"2020-06-12, 05:23:36 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
6ab0c2f4-e341-4201-9e02-b9edaee18370,"2020-06-12, 05:23:36 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
96338439-eb7c-46e3-910c-9ef07fc17c4e,"2020-06-12, 05:23:36 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
2575b9ea-bee3-4357-8c4d-544db5f517f8,"2020-06-12, 05:23:34 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
550b968e-96ae-4a60-b3b4-e34b9462181d,"2020-06-12, 05:23:34 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
67631859-3774-4196-9314-4e89a7ccef15,"2020-06-12, 05:23:34 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
ac37b594-4c44-4fb4-b08b-c9e738897a38,"2020-06-12, 05:23:34 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
c0b2f8ab-fbd0-43ac-a625-615c4eb4dcb4,"2020-06-12, 05:23:33 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
2188536b-f915-42da-b2e9-72e6ef3d51f1,"2020-06-12, 05:23:32 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
54c56e35-f8d6-4671-9af4-0635f436e4aa,"2020-06-12, 05:23:32 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
9dd66ef6-cfb8-484e-94c2-7be65a5f9f14,"2020-06-12, 05:23:32 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
0808379c-94c8-4842-be78-cd59e072bffd,"2020-06-12, 05:23:31 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
74e8167c-8ceb-4871-9f1f-975c084d2cf4,"2020-06-12, 05:23:31 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
f24c0676-7b17-4b70-b47b-2b1209178675,"2020-06-12, 05:23:31 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
4d501f81-9533-4a47-9b5d-3b8adbe1a800,"2020-06-12, 05:23:29 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
7e675b3c-7a70-4195-b955-14dc932ff03c,"2020-06-12, 05:23:29 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
a7d465fc-89e3-46e9-b828-a08878c2b48e,"2020-06-12, 05:23:29 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
bd3865aa-0b50-4562-a132-5db3494e230f,"2020-06-12, 05:23:29 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
a7366c6c-45ab-4f91-b9d7-bfbf548478ca,"2020-06-12, 05:23:27 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
fd040302-7ab9-4db0-b2e2-779c9ac2e800,"2020-06-12, 05:23:27 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
f8fc267f-df9c-4f15-8589-7d85e6a4708e,"2020-06-12, 05:23:26 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
722abfc1-a75c-4c44-87fb-2b81033deed4,"2020-06-12, 05:23:25 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
7285b2b6-7855-42f4-a04d-adaab908c737,"2020-06-12, 05:23:25 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
d82ee9b3-7995-443e-8eb1-fa27230e1a65,"2020-06-12, 05:23:25 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
1a590e63-fa4e-4ccf-98f2-29ad8fd71f0d,"2020-06-12, 05:23:23 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
20a0a7a8-98ac-4ffb-8fba-2bea41507008,"2020-06-12, 05:23:23 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
72540bfe-8879-49ab-bf81-01e2373be6ed,"2020-06-12, 05:23:23 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
aebf1701-705e-41d3-a4e6-b28f46fa4648,"2020-06-12, 05:23:23 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
1eeef71e-7f3a-4432-a3a8-f77efa881839,"2020-06-12, 05:23:21 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
54b66b09-78e8-4a46-b902-14047c333ae0,"2020-06-12, 05:23:21 PM",root,CreateServiceLinkedRole,,,,us-east-1,InternalFailure,autoscaling.amazonaws.com
